Block number,Time,Gas used,Gas limit,Base fee per gas
12965631,1628175431,27845303,27845614,60793626418
12965632,1628175482,11024799,27872805,68392659973
12965633,1628175507,12801639,27900023,66606579589
12965634,1628175529,12254344,27872778,65921193651
12965635,1628175543,8992373,27845560,64926653260
12965636,1628175547,27801925,27818369,62052632899
12965637,1628175567,132721,27791204,69800042427
12965638,1628175569,25100009,27764066,61158372227
12965639,1628175595,9996301,27791178,67336080058
12965640,1628175603,15808958,27818316,64974154550
12965641,1628175620,18238224,27791151,66083476721
12965642,1628175637,12868685,27818289,68665030058
12965643,1628175663,794196,27791124,68022978070
12965644,1628175665,27817168,27818262,60006084510
12965645,1628175691,19907856,27791097,67506255113
12965646,1628175722,10730168,27763959,71157320166
12965647,1628175738,5310886,27736847,69137845634
12965648,1628175745,7171137,27763932,63805140610
12965649,1628175748,27773208,27791044,59949550308
12965650,1628175749,9531929,27818182,67433625348
12965651,1628175760,3891037,27845347,64780972648
12965652,1628175765,16384403,27872538,58946432674
12965653,1628175769,16245802,27845320,60240796018
12965654,1628175786,2943883,27872511,61497272181
12965655,1628175790,24856640,27845293,55433942284
12965656,1628175803,1493782,27872484,60875745447
12965657,1628175805,17873328,27845266,54081912256
12965658,1628175814,6024267,27872457,56000201888
12965659,1628175818,27836005,27845239,52026104545
12965660,1628175841,8730490,27872430,58525054873
12965661,1628175849,22149818,27899648,55792378343
12965662,1628175872,11499441,27872404,59891867050
12965663,1628175896,14587527,27899622,58582846793
12965664,1628175914,1013112,27926866,58917611352
12965665,1628175916,27894418,27899595,52087253270
12965666,1628175924,11480623,27872351,58595744090
12965667,1628175937,14481664,27845133,57305173896
12965668,1628175953,3970596,27817942,57592829276
12965669,1628175958,19869751,27790778,52448854799
12965670,1628175960,12508398,27817916,55267671575
12965671,1628175972,4449584,27845080,54572025556
12965672,1628175977,21331964,27817889,49930645491
12965673,1628175984,631463,27790725,53261561375
12965674,1628175985,27817187,27817863,46906419542
12965675,1628176000,25167797,27790699,52769437438
12965676,1628176030,7994399,27763561,58120515157
12965677,1628176048,3514516,27736450,55039339539
12965678,1628176052,27704814,27709365,49902945867
12965679,1628176134,415264,27682307,56138765529
12965680,1628176141,27652652,27655275,49331955120
12965681,1628176191,27671405,27682281,55497280217
12965682,1628176203,1240993,27709313,62428989709
12965683,1628176205,27715796,27736371,55324354293
12965684,1628176219,5422090,27763456,62229639096
12965685,1628176227,27695308,27790567,57489233042
12965686,1628176268,7570301,27817705,64626123068
12965687,1628176280,5695963,27844869,60944690760
12965688,1628176284,15271101,27817678,56443325095
12965689,1628176285,1648088,27790514,57134347876
12965690,1628176290,27760821,27763376,50839627904
12965691,1628176293,2388506,27736265,57193411728
12965692,1628176299,26113511,27709180,51275536701
12965693,1628176301,12435340,27736238,56946786749
12965694,1628176315,24283868,27763323,56211357524
12965695,1628176355,6907071,27790434,61476597187
12965696,1628176370,11636178,27817572,57611891110
12965697,1628176371,27772265,27790408,56435213608
12965698,1628176393,4420221,27817546,63480404360
12965699,1628176396,27785140,27790382,58067120261
12965700,1628176431,27713999,27817520,65322772045
12965701,1628176481,2660237,27844684,73427344992
12965702,1628176498,17055151,27871875,66002709924
12965703,1628176514,1053830,27899092,67849343710
12965704,1628176519,27871194,27871848,60008892601
12965705,1628176556,4398030,27899065,67509652155
12965706,1628176563,12865326,27926309,61731514065
12965707,1628176564,2586640,27899039,61124822835
12965708,1628176565,27864303,27871795,54901006393
12965709,1628176571,27839987,27844578,61759943306
12965710,1628176603,9658362,27871768,69477390482
12965711,1628176636,16601863,27898985,66811690676
12965712,1628176640,3429181,27926229,68399646269
12965713,1628176643,27031538,27898959,61949461778
12965714,1628176658,7344043,27871715,69211619328
12965715,1628176672,11965588,27898932,65119386956
12965716,1628176683,6372968,27926176,63961735840
12965717,1628176692,15689083,27953446,59615658790
12965718,1628176703,18248332,27926149,60528636294
12965719,1628176725,4381460,27898879,62850661004
12965720,1628176755,27868011,27871636,57461969346
12965721,1628176855,27885396,27898853,64642847130
12965722,1628176856,10648346,27871610,72715408487
12965723,1628176869,2172611,27844393,70571211184
12965724,1628176873,27815621,27817203,63126422622
12965725,1628176886,410408,27844367,71016328496
12965726,1628176888,3145846,27817177,62400971157
12965727,1628176893,27773006,27790013,56365082098
12965728,1628176895,12474140,27762876,63402094256
12965729,1628176908,19021391,27789987,62598632464
12965730,1628176921,1119543,27762850,65485513229
12965731,1628176923,27733169,27735739,57960003488
12965732,1628176930,8217025,27708655,65203661799
12965733,1628176938,27716496,27735713,61887254468
12965734,1628176990,784531,27762797,69612442014
12965735,1628176991,27770352,27789908,61402670072
12965736,1628177000,13705971,27762771,69067201432
12965737,1628177018,9901444,27735660,68958104303
12965738,1628177037,3192696,27708576,66492736078
12965739,1628177038,11015512,27681518,60096535647
12965740,1628177042,27639190,27654487,58563133857
12965741,1628177107,27627364,27627482,65875427610
12965742,1628177122,4185112,27654460,74109785720
12965743,1628177135,7186178,27627455,67649929888
12965744,1628177141,884019,27654433,63592795044
12965745,1628177143,508674,27627428,56151907504
12965746,1628177149,27634544,27654406,49391385177
12965747,1628177158,27625448,27627401,55556439830
12965748,1628177175,9599339,27600423,62500013480
12965749,1628177188,27559858,27573471,60121838279
12965750,1628177213,27589253,27600397,67629648083
12965751,1628177255,1465047,27573445,76076528130
12965752,1628177258,10469795,27600371,67577496828
12965753,1628177267,1039776,27627323,65538942457
12965754,1628177269,27648956,27654301,57963227066
12965755,1628177276,14099794,27681306,65205830202
12965756,1628177295,12520701,27654275,65358437741
12965757,1628177312,1585934,27627270,64586526174
12965758,1628177314,27633696,27654248,57440102273
12965759,1628177321,4291902,27681253,64609443016
12965760,1628177332,7463294,27708284,59037641756
12965761,1628177334,27680595,27681227,55633419803
12965762,1628177359,27694815,27708258,62587280234
12965763,1628177406,4059966,27735315,70403099017
12965764,1628177410,5141862,27708231,64179157938
12965765,1628177412,24081489,27735288,59134221278
12965766,1628177417,8278808,27708204,64578438860
12965767,1628177438,17972350,27735261,61329908365
12965768,1628177443,4486470,27708177,63599060533
12965769,1628177452,16197305,27735234,58223646213
12965770,1628177454,1579732,27708150,59446305177
12965771,1628177457,27731270,27735207,52862823965
12965772,1628177467,7508455,27762291,59468801473
12965773,1628177471,15029940,27735181,56056112567
12965774,1628177476,3934379,27762265,56643424623
12965775,1628177478,27780208,27789375,51569827656
12965776,1628177513,17752192,27816512,58011803686
12965777,1628177519,2714050,27843675,60015951983
12965778,1628177522,26109146,27816485,53976465183
12965779,1628177534,27840178,27843648,59895272804
12965780,1628177572,10846887,27870838,67380315800
12965781,1628177589,8033187,27898054,65513613214
12965782,1628177606,11569326,27870811,62040538949
12965783,1628177620,14807331,27898027,60723813526
12965784,1628177637,27882036,27925270,61190874727
12965785,1628177682,9565537,27898001,68816050086
12965786,1628177691,3543092,27870758,66112875940
12965787,1628177697,27885435,27897974,59949929267
12965788,1628177711,9205000,27925217,67436934164
12965789,1628177723,171994,27952486,64564633217
12965790,1628177724,27978756,27979782,56593371972
12965791,1628177748,27993001,28007105,63667024658
12965792,1628177790,4775715,27979756,71617387844
12965793,1628177796,10445082,28007078,65721211648
12965794,1628177811,10842169,27979729,63633649126
12965795,1628177813,27992645,28007051,61843966618
12965796,1628177850,5871924,28034400,69566510319
12965797,1628177857,22280119,28061776,64513446700
12965798,1628177884,11803872,28034373,69254649862
12965799,1628177894,9334907,28061749,67887736007
12965800,1628177910,11858862,28034346,65047583569
12965801,1628177921,5896823,28061722,63795611122
12965802,1628177922,28029010,28034319,59172623935
12965803,1628177943,8740039,28006943,66566401000
12965804,1628177958,24066815,27979594,63438893139
12965805,1628177980,6996191,27952272,69150867266
12965806,1628177991,11723403,27979568,64833961916
12965807,1628177999,14279254,27952246,63521053338
12965808,1628178013,11835053,27924950,63693268483
12965809,1628178018,14172911,27952219,62480173557
12965810,1628178033,19532623,27979515,62590148936
12965811,1628178051,6860796,27952193,65689995563
12965812,1628178058,8035986,27924897,61509607623
12965813,1628178061,27942374,27952166,58246082916
12965814,1628178078,3195054,27979462,65521742194
12965815,1628178083,27987588,28006784,59202052743
12965816,1628178136,28016128,28034133,66592164984
12965817,1628178189,2746292,28006757,74905493949
12965818,1628178190,6085291,28034106,67378581628
12965819,1628178203,25138531,28061482,62612682607
12965820,1628178205,21971564,28034080,68808796284
12965821,1628178241,4346611,28006704,73689830559
12965822,1628178248,28029053,28034053,67337747786
12965823,1628178336,28054582,28061429,75751964361
12965824,1628178353,1267317,28034027,85216339703
12965825,1628178355,10036998,28061402,75527377927
12965826,1628178359,24042810,28034000,72840110949
12965827,1628178372,4053806,28006625,79352570041
12965828,1628178379,3226858,28033974,72304961664
12965829,1628178381,28059542,28061349,65347511896
12965830,1628178388,21357647,28033947,73514899458
12965831,1628178415,3418792,28006572,78327358887
12965832,1628178416,27924769,28033921,70926815006
12965833,1628178439,2368060,28061296,79723627903
12965834,1628178441,10361275,28033894,71440120380
12965835,1628178447,2541076,28006519,69111139186
12965836,1628178448,28014627,28033868,62039887731
12965837,1628178468,11593045,28006493,69784228453
12965838,1628178484,5696068,27979144,68282844264
12965839,1628178488,27932405,27951822,63222789157
12965840,1628178526,11305126,27924527,71114658223
12965841,1628178548,7426010,27951796,69422942941
12965842,1628178553,14869006,27924501,65356008379
12965843,1628178554,3853042,27897232,65886563561
12965844,1628178560,27918770,27924474,59925733128
12965845,1628178562,2758410,27951742,67413389582
12965846,1628178563,14690526,27979037,60649883854
12965847,1628178567,10659837,27951715,61029775907
12965848,1628178572,25918987,27979010,59219726285
12965849,1628178577,3662235,28006332,65532142796
12965850,1628178580,16401028,27978984,59482945003
12965851,1628178585,21250943,27951662,60764668307
12965852,1628178612,13319450,27978957,64718545607
12965853,1628178629,3314767,27951635,64331082636
12965854,1628178634,18100452,27924340,58196943139
12965855,1628178635,7795304,27951608,60353085076
12965856,1628178642,27911509,27924313,57016852664
12965857,1628178670,13907732,27897045,64137423841
12965858,1628178677,12444289,27869803,64113979014
12965859,1628178685,20331771,27897018,63256697480
12965860,1628178706,11805487,27924260,66875221091
12965861,1628178719,10790847,27896992,65583996387
12965862,1628178729,12081219,27924234,63728140023
12965863,1628178741,7151066,27896966,62655002878
12965864,1628178745,27916926,27924208,58838349647
12965865,1628178763,26481953,27951476,66189307426
12965866,1628178802,745293,27924181,73593010448
12965867,1628178803,27889984,27896913,64884931288
12965868,1628178839,15351641,27869671,72991519271
12965869,1628178863,3879320,27896886,73919183847
12965870,1628178884,22491854,27869644,67249072404
12965871,1628178894,5193603,27896859,72411072899
12965872,1628178900,20838323,27869617,66729910314
12965873,1628178927,15347692,27842402,70862286382
12965874,1628178946,2453843,27815214,71769934487
12965875,1628178948,27610038,27842376,64381568790
12965876,1628178968,1863430,27869564,72294952672
12965877,1628178970,2672928,27896779,64466539735
12965878,1628178974,27910294,27924020,57952436614
12965879,1628179035,27888017,27896752,65189369587
12965880,1628179041,3670948,27869511,73332937779
12965881,1628179046,27894444,27896726,66581158504
12965882,1628179075,9111581,27923967,74902441703
12965883,1628179085,1625089,27896699,71649797066
12965884,1628179089,27865130,27869458,63737040885
12965885,1628179115,11727497,27896673,71701696477
12965886,1628179129,782752,27869432,70274663139
12965887,1628179132,27841070,27842217,61983770812
12965888,1628179136,6524274,27815029,69731104342
12965889,1628179142,1065535,27787867,65103736371
12965890,1628179146,27758118,27760732,57589875452
12965891,1628179167,27781276,27787841,64787254192
12965892,1628179184,4553107,27760706,72881834980
12965893,1628179190,27783899,27787815,66759991359
12965894,1628179220,8491796,27760680,75102638840
12965895,1628179228,6461534,27787789,71458150720
12965896,1628179233,27755161,27760654,66679948322
12965897,1628179247,2692478,27733545,75011643372
12965898,1628179252,25261334,27760627,67455791906
12965899,1628179273,10015394,27787735,74369502931
12965900,1628179289,19167315,27814870,71774472071
12965901,1628179305,10999665,27787709,75167667061
12965902,1628179318,9449030,27814844,73210421837
12965903,1628179324,5427623,27842005,70276729678
12965904,1628179330,27810514,27814817,64917139722
12965905,1628179342,3803062,27787656,73029272072
12965906,1628179349,11828598,27760521,66399338122
12965907,1628179351,8876173,27733413,65172514932
12965908,1628179357,18920010,27760495,62240621929
